id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
1123;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Sandra Radcliffe;feminino;Boleto
1124;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Heather Jackson;feminino;Boleto
1125;Rio de Jameiro;Pedro Souza;Smartwatch;William Fenske;masculino;cartão de Credito
1126;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Bruce Preston;masculino;Boleto
1127;São Paulo;Lucas Pereira;Tablet Apple Ipad;Demetrius Pratt;masculino;cartão de Credito
1128;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Blanche Donovan;feminino;Dinheiro
1129;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;George Kling;masculino;cartão de Credito
1130;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Arthur Shaw;masculino;Dinheiro
1131;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Brandy Derosa;feminino;Dinheiro
1132;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Teresa White;feminino;PIX
1133;Rio de Jameiro;Juliana Almeida;Smartwatch;Tony Mccullough;masculino;PIX
1134;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Jesse Strahm;masculino;Boleto
1135;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Nadine Peffley;feminino;Dinheiro
1136;São Paulo;Lucas Pereira;Tablet Apple Ipad;Cecilia Hill;feminino;Dinheiro
1137;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Tammy Martino;feminino;cartão de Credito
1138;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Shawn Glowacki;masculino;Dinheiro
1139;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Tomas Pepper;masculino;cartão de Credito
1140;Florianopolis;Tiago Lima;Tablet Apple Ipad;Cory Camacho;masculino;cartão de Credito
1141;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Michael Baker;masculino;PIX
1142;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Becky Farrell;feminino;PIX
1143;São Paulo;Lucas Pereira;Tablet Apple Ipad;Dawn Pearson;feminino;Dinheiro
1144;Belo Horizonte;Carlos Silva;Smartwatch;Antoinette Bugg;feminino;Dinheiro
1145;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Rebecca Tamondong;feminino;Boleto
1146;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Joseph Stjean;masculino;Boleto
1147;Florianopolis;Gabriela Santos;Smartwatch;Donna Scurry;feminino;cartão de Credito
1148;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Junior King;masculino;PIX
1149;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Brent Padilla;masculino;Dinheiro
1150;Porto Alegre;Roberto Ferreira;Smartwatch;Olive Isbell;feminino;Dinheiro
1151;São Paulo;Ana Oliveira;Tablet Apple Ipad;Katherine Bishop;feminino;Boleto
1152;Florianopolis;Tiago Lima;Smartwatch;Nancy Rodriguez;feminino;Dinheiro
1153;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Roberto Namm;masculino;PIX
1154;Rio de Jameiro;Pedro Souza;Smartwatch;Marsha Kahn;feminino;Boleto
1155;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Berta Smith;feminino;Boleto
1156;Porto Alegre;Mariana Gomes;Smartwatch;Linda Spooner;feminino;Dinheiro
1157;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Sheila Bengel;feminino;Boleto
1158;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Clifford Chiariello;masculino;cartão de Credito
1159;Rio de Jameiro;Pedro Souza;Smartwatch;Tracy Gabriel;feminino;Dinheiro
1160;Porto Alegre;Mariana Gomes;Smartwatch;Bradley Zaragoza;masculino;Dinheiro
1161;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Alan Mcgrath;masculino;PIX
1162;Porto Alegre;Roberto Ferreira;Smartwatch;Elizabeth Jones;feminino;cartão de Credito
1163;Belo Horizonte;Fernanda Costa;Smartwatch;Lucy Abu;feminino;cartão de Credito
1164;Florianopolis;Gabriela Santos;Smartwatch;Billy Glaude;masculino;cartão de Credito
1165;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Terence Sims;masculino;Dinheiro
1166;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Pasquale Weldon;masculino;Boleto
1167;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Dorothy Wood;feminino;Boleto
1168;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;James Mapes;masculino;PIX
1169;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Maria Potter;feminino;Boleto
1170;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Jamie Mccoy;masculino;Boleto
1171;Rio de Jameiro;Juliana Almeida;Smartwatch;David Finlay;masculino;PIX
1172;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Odessa Oconnor;feminino;Dinheiro
1173;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Matthew Chennault;masculino;Boleto
1174;Porto Alegre;Mariana Gomes;Smartwatch;Jeannine Cooke;feminino;Dinheiro
1175;Rio de Jameiro;Pedro Souza;Smartwatch;Steve Massey;masculino;Boleto
1176;Florianopolis;Tiago Lima;Smartwatch;Richard Obrien;masculino;Dinheiro
1177;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Carl Guzman;masculino;Dinheiro
1178;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;John Nichols;masculino;PIX
1179;São Paulo;Ana Oliveira;Smartwatch;Julie Woods;feminino;cartão de Credito
1180;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Nancy Smith;feminino;PIX
1181;Porto Alegre;Roberto Ferreira;Smartwatch;John Mack;masculino;PIX
1182;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Richard Hillyer;masculino;PIX
1183;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Dorthy Baker;feminino;cartão de Credito
1184;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Stacey Story;feminino;Boleto
1185;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;George Rivera;masculino;PIX
1186;São Paulo;Lucas Pereira;Smartwatch;Sarah Loop;feminino;PIX
1187;São Paulo;Lucas Pereira;Tablet Apple Ipad;James Cornell;masculino;Boleto
1188;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Marlon Boutelle;masculino;Boleto
1189;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Latasha Davis;feminino;PIX
1190;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Vicky Greig;feminino;Boleto
1191;Porto Alegre;Mariana Gomes;Smartwatch;Charles Dunn;masculino;Boleto
1192;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Paul Prater;masculino;Boleto
1193;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;William Hersha;masculino;Boleto
1194;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;James Hubbard;masculino;Boleto
1195;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jill Reed;feminino;PIX
1196;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Beatriz Macarthur;feminino;Dinheiro
1197;Rio de Jameiro;Juliana Almeida;Smartwatch;Jeremy Mullins;masculino;PIX
1198;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Larry Locy;masculino;Boleto
1199;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Anthony Palmer;masculino;PIX
1200;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Verna Ruffner;feminino;Boleto
1201;Belo Horizonte;Fernanda Costa;Smartwatch;Ricky Headrick;masculino;Boleto
1202;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Yolanda Antczak;feminino;Dinheiro
1203;Florianopolis;Tiago Lima;Tablet Apple Ipad;Timothy Meyers;masculino;PIX
1204;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;John Geisler;masculino;cartão de Credito
1205;Rio de Jameiro;Juliana Almeida;Smartwatch;Ashleigh Staplins;feminino;Dinheiro
1206;Rio de Jameiro;Pedro Souza;Smartwatch;Michael Sherrill;masculino;Boleto
1207;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Eugene Wright;masculino;PIX
1208;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Kayla Barker;feminino;PIX
1209;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Patrick Clem;masculino;PIX
1210;Florianopolis;Gabriela Santos;Smartwatch;Glenn Martin;masculino;Dinheiro
1211;São Paulo;Ana Oliveira;Smartwatch;Joann Rusko;feminino;Dinheiro
1212;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Linda Davis;feminino;cartão de Credito
1213;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Norma Ortiz;feminino;Dinheiro
1214;Florianopolis;Tiago Lima;Tablet Apple Ipad;Margaret Davis;feminino;PIX
1215;São Paulo;Ana Oliveira;Smartwatch;Kevin Rausch;masculino;Boleto
1216;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Weldon Frasier;masculino;PIX
1217;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;John Brantley;masculino;Dinheiro
1218;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Roger Mathews;masculino;cartão de Credito
1219;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Consuela Hood;feminino;cartão de Credito
1220;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Cierra Soileau;feminino;cartão de Credito
1221;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Carmela Boivin;feminino;Dinheiro
1222;Florianopolis;Tiago Lima;Tablet Apple Ipad;Olin Smith;masculino;cartão de Credito
1223;São Paulo;Ana Oliveira;Smartwatch;Alice Fish;feminino;Boleto
1224;Belo Horizonte;Fernanda Costa;Smartwatch;Jonathan Kong;masculino;Dinheiro
1225;São Paulo;Ana Oliveira;Tablet Apple Ipad;Margaret Dauer;feminino;PIX
1226;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joan Gauthier;feminino;Dinheiro
1227;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Rosemarie Moss;feminino;Boleto
1228;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Kathy Rembert;feminino;Dinheiro
1229;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Anne Weida;feminino;Boleto
1230;Porto Alegre;Roberto Ferreira;Smartwatch;Donald Mann;masculino;cartão de Credito
1231;São Paulo;Lucas Pereira;Smartwatch;Mark Tracy;masculino;Dinheiro
1232;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Amy Dilly;feminino;Dinheiro
1233;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Napoleon Gonzales;masculino;cartão de Credito
1234;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Beatrice Dunlap;feminino;PIX
1235;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;John Edwards;masculino;Dinheiro
1236;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Ronald Hinnant;masculino;PIX
1237;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Melvin Coleman;masculino;Dinheiro
1238;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Danyel Pritchard;feminino;Boleto
1239;São Paulo;Lucas Pereira;Tablet Apple Ipad;Marie Light;feminino;PIX
1240;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Christina Moody;feminino;Dinheiro
1241;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Julie Mills;feminino;Boleto
1242;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Martin Petersen;masculino;Boleto
1243;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Connie Cradduck;feminino;PIX
1244;Florianopolis;Tiago Lima;Fone de Ouvido Sony;John Ferguson;masculino;Boleto
1245;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Peggy Bricker;feminino;PIX
1246;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Patrick Bligen;masculino;cartão de Credito
1247;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Jeffrey Hendrickson;masculino;cartão de Credito
1248;Belo Horizonte;Carlos Silva;Smartwatch;Kristopher Romain;masculino;Dinheiro
1249;Rio de Jameiro;Pedro Souza;Smartwatch;Rebecca Russell;feminino;Boleto
1250;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Robert Rodriquez;masculino;Dinheiro
1251;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Wayne Barrett;masculino;PIX
1252;Rio de Jameiro;Juliana Almeida;Smartwatch;Christina Comerford;feminino;cartão de Credito
1253;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Barbara Vassallo;feminino;Boleto
1254;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Ernesto Tranter;masculino;Boleto
1255;Belo Horizonte;Carlos Silva;Smartwatch;Edward Charlton;masculino;cartão de Credito
1256;Florianopolis;Gabriela Santos;Smartwatch;Marlene Hamilton;feminino;cartão de Credito
1257;Florianopolis;Tiago Lima;Tablet Apple Ipad;Christopher Brown;masculino;Dinheiro
1258;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jaime Cocola;feminino;Dinheiro
1259;Florianopolis;Tiago Lima;Tablet Apple Ipad;Crystal Lopez;feminino;PIX
1260;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;John Mclaughlin;masculino;PIX
1261;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Theresa Mottillo;feminino;cartão de Credito
1262;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Linda Cacciatori;feminino;Boleto
1263;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Sarai Smith;feminino;Dinheiro
1264;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Vicki Myrick;feminino;PIX
1265;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Susan Nardella;feminino;cartão de Credito
1266;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Dustin Rae;masculino;Dinheiro
1267;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;David Vela;masculino;cartão de Credito
1268;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Dorothy Koger;feminino;PIX
1269;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Barbara Haupt;feminino;PIX
1270;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Moriah Knickrehm;feminino;PIX
1271;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Jerry Cooney;masculino;cartão de Credito
1272;São Paulo;Ana Oliveira;Smartwatch;Carol Thompson;feminino;cartão de Credito
1273;São Paulo;Ana Oliveira;Smartwatch;Erik Cobb;masculino;Dinheiro
1274;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Ricky Ekberg;masculino;cartão de Credito
1275;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Jeffrey Jackson;masculino;PIX
1276;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Donna Harrison;feminino;Dinheiro
1277;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;David Ramos;masculino;PIX
1278;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Christian Yu;masculino;cartão de Credito
1279;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Rita Posada;feminino;cartão de Credito
1280;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Barbara Rector;feminino;Boleto
1281;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Sandra Shea;feminino;cartão de Credito
1282;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Nanci Laskowski;feminino;cartão de Credito
1283;São Paulo;Lucas Pereira;Smartwatch;Charlene Gomez;feminino;Boleto
1284;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Maria Romon;feminino;Dinheiro
1285;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Matthew Knight;masculino;Dinheiro
1286;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Susan Bliven;feminino;cartão de Credito
1287;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Michelle Sauders;feminino;Boleto
1288;São Paulo;Ana Oliveira;Smartwatch;Kellie Jernigan;feminino;cartão de Credito
1289;Florianopolis;Tiago Lima;Tablet Apple Ipad;Lisa Landrum;feminino;Boleto
1290;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Maria Melendez;feminino;PIX
1291;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Emma Allen;feminino;cartão de Credito
1292;São Paulo;Ana Oliveira;Smartwatch;David Davis;masculino;Boleto
1293;São Paulo;Ana Oliveira;Tablet Apple Ipad;Mae Gonzales;feminino;Dinheiro
1294;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Karen Henson;feminino;Dinheiro
1295;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Melissa Molon;feminino;Dinheiro
1296;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Betty Hall;feminino;Dinheiro
1297;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Scarlet Thorpe;feminino;Boleto
1298;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Patricia Mitchell;feminino;Boleto
1299;Porto Alegre;Roberto Ferreira;Smartwatch;Romeo Robbins;masculino;Boleto
1300;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Dean Auker;masculino;Boleto
1301;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Amy Cano;feminino;Dinheiro
1302;Rio de Jameiro;Juliana Almeida;Smartwatch;Danielle Zimmerman;feminino;Boleto
1303;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Kimberly Woods;feminino;Dinheiro
1304;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Charles Ames;masculino;Boleto
1305;Florianopolis;Gabriela Santos;Smartwatch;Becky Drum;feminino;cartão de Credito
1306;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Dan Blakley;masculino;cartão de Credito
1307;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Mary Brown;feminino;PIX
1308;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Mildred Brown;feminino;PIX
1309;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Carol Rivera;feminino;Dinheiro
1310;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Sharon Brown;feminino;Boleto
1311;Rio de Jameiro;Pedro Souza;Smartwatch;Helen Evans;feminino;PIX
1312;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Gale Watkins;masculino;PIX
1313;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Song Rotunda;feminino;cartão de Credito
1314;São Paulo;Ana Oliveira;Tablet Apple Ipad;Terence Krug;masculino;cartão de Credito
1315;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Daniel Gutshall;masculino;PIX
1316;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Robert Licudine;masculino;cartão de Credito
1317;Florianopolis;Gabriela Santos;Tablet Apple Ipad;David Daking;masculino;PIX
1318;Florianopolis;Tiago Lima;Tablet Apple Ipad;Allen Jay;masculino;Boleto
1319;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;John Boswell;masculino;cartão de Credito
1320;Florianopolis;Tiago Lima;Tablet Apple Ipad;Kevin Moistner;masculino;Dinheiro
1321;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Nikita Wadding;feminino;Dinheiro
1322;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Cynthia Flowers;feminino;PIX
1323;Belo Horizonte;Carlos Silva;Smartwatch;Heather Bain;feminino;cartão de Credito
1324;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Virginia Griffin;feminino;Dinheiro
1325;Belo Horizonte;Carlos Silva;Smartwatch;Eleanor Brown;feminino;Dinheiro
1326;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Darren Rozmus;masculino;PIX
1327;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Marion Castoe;feminino;Dinheiro
1328;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Otha Tarr;masculino;cartão de Credito
1329;Florianopolis;Tiago Lima;Smartwatch;Joseph Paxton;masculino;Dinheiro
1330;São Paulo;Lucas Pereira;Tablet Apple Ipad;Elaine Smith;feminino;PIX
1331;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;James Wong;masculino;Boleto
1332;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Anne Diamond;feminino;Boleto
1333;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Ruth Jacobson;feminino;PIX
1334;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Bridgett Perry;feminino;Boleto
1335;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Stephen Morrison;masculino;Dinheiro
1336;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Marsha Cosper;feminino;cartão de Credito
1337;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Timothy Lerner;masculino;cartão de Credito
1338;Florianopolis;Tiago Lima;Tablet Apple Ipad;Dewitt Mcdaniel;masculino;Boleto
1339;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Frank Hogan;masculino;PIX
1340;São Paulo;Lucas Pereira;Tablet Apple Ipad;Stefanie Jonson;feminino;Boleto
1341;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Byron Barga;masculino;cartão de Credito
1342;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Naomi Dixon;feminino;PIX
1343;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Bryan Ham;masculino;Dinheiro
1344;Belo Horizonte;Fernanda Costa;Smartwatch;Mark George;masculino;Dinheiro
1345;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Hugo Mckeown;masculino;Boleto
1346;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Jennifer Wake;feminino;Boleto
1347;Rio de Jameiro;Juliana Almeida;Smartwatch;Daisy Speers;feminino;cartão de Credito
1348;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Eva Cole;feminino;PIX
1349;São Paulo;Ana Oliveira;Smartwatch;Wesley Wilford;masculino;PIX
1350;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Lester Kerr;masculino;Dinheiro
1351;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Daniel Kenney;masculino;Dinheiro
1352;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Donald Moore;masculino;PIX
1353;Porto Alegre;Mariana Gomes;Smartwatch;Margaret Wilson;feminino;cartão de Credito
1354;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Gail Alley;feminino;cartão de Credito
1355;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;John Raybon;masculino;Dinheiro
1356;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Ernest Lopez;masculino;cartão de Credito
1357;Porto Alegre;Roberto Ferreira;Smartwatch;Rick Bailey;masculino;Dinheiro
1358;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Derek Johnson;masculino;PIX
1359;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Brenda Diaz;feminino;Boleto
1360;Rio de Jameiro;Juliana Almeida;Smartwatch;Robert Smith;masculino;cartão de Credito
1361;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Carroll Sena;feminino;PIX
1362;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Kareem Lopez;masculino;PIX
1363;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Katherine Schuetz;feminino;Boleto
1364;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Leslie Bouffard;masculino;cartão de Credito
1365;São Paulo;Lucas Pereira;Smartwatch;Jeannie Rosa;feminino;Dinheiro
1366;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Tara Frost;feminino;cartão de Credito
1367;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Athena Self;feminino;cartão de Credito
1368;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Betty Mcdonald;feminino;Dinheiro
1369;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Luella Stacy;feminino;PIX
1370;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Kari England;feminino;Dinheiro
1371;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Gregory Avila;masculino;cartão de Credito
1372;Florianopolis;Tiago Lima;Smartwatch;Al Purtell;masculino;cartão de Credito
1373;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Christina Miles;feminino;Dinheiro
1374;São Paulo;Lucas Pereira;Tablet Apple Ipad;Brenda Habegger;feminino;Boleto
1375;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Robert Perry;masculino;PIX
1376;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Clarence Hinson;masculino;PIX
1377;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Heather Szczesny;feminino;Dinheiro
1378;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Delia Schoeppner;feminino;Boleto
1379;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Pamela Battle;feminino;cartão de Credito
1380;Florianopolis;Tiago Lima;Tablet Apple Ipad;Brian Montgomery;masculino;PIX
1381;Belo Horizonte;Fernanda Costa;Smartwatch;Gloria Heidrick;feminino;Boleto
1382;Belo Horizonte;Carlos Silva;Smartwatch;Zachary Chreene;masculino;cartão de Credito
1383;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Wm John;masculino;cartão de Credito
1384;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Roger Nasuti;masculino;cartão de Credito
1385;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Grady James;masculino;cartão de Credito
1386;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Jimmy Freeman;masculino;Boleto
1387;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Jeanette Stephany;feminino;PIX
1388;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Jude Shore;masculino;PIX
1389;Rio de Jameiro;Juliana Almeida;Smartwatch;Kimberly Caldwell;feminino;cartão de Credito
1390;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Samuel Heinecke;masculino;Dinheiro
1391;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Patrick Lockett;masculino;Boleto
1392;Florianopolis;Gabriela Santos;Smartwatch;Linda Kelley;feminino;PIX
1393;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Dave Bumgardner;masculino;Boleto
1394;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Renee Kelly;feminino;PIX
1395;Rio de Jameiro;Juliana Almeida;Smartwatch;Amber Edwards;feminino;PIX
1396;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;James Maze;masculino;cartão de Credito
1397;Florianopolis;Tiago Lima;Tablet Apple Ipad;Adrienne Spiers;feminino;Dinheiro
1398;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;John Dwyer;masculino;Dinheiro
1399;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Kay Taylor;feminino;Boleto
1400;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Mary Young;feminino;Boleto
